stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,degraded_pose_valid,false_valid
3.966667,bulb,0.000050081,0.037582,0.036729,0.074614,4,16,1,0,0
4.000000,socket,0.000030763,0.005986,0.003830,0.064065,4,16,1,0,0
4.000000,bulb,0.000215130,0.016945,0.016604,0.055278,4,16,1,0,0
4.033333,socket,0.000020461,0.029669,0.029596,0.076900,4,16,1,0,0
4.033333,bulb,0.000050597,0.044692,0.043687,0.055714,4,16,1,0,0
4.066667,socket,0.000005308,0.011575,0.011084,0.047229,4,16,1,0,0
4.066667,bulb,0.000145384,0.070498,0.070457,0.080445,4,16,1,0,0
4.100000,socket,0.000010597,0.018277,0.017752,0.036651,4,16,1,0,0
4.100000,bulb,0.000250703,0.034117,0.030808,0.060282,4,16,1,0,0
4.133333,socket,0.000012531,0.017861,0.017700,0.064135,4,16,1,0,0
4.133333,bulb,0.000103904,0.021880,0.018705,0.085103,4,16,1,0,0
4.166667,socket,0.000026733,0.010936,0.010679,0.053715,4,16,1,0,0
4.166667,bulb,0.000228307,0.018531,0.011906,0.054177,4,16,1,0,0
4.200000,socket,0.000006709,0.016476,0.016085,0.070858,4,16,1,0,0
4.200000,bulb,0.000077217,0.053747,0.050735,0.060053,4,16,1,0,0
4.233333,socket,0.000067352,0.025253,0.024782,0.069717,4,16,1,0,0
4.233333,bulb,0.000106151,0.024781,0.023268,0.067502,4,16,1,0,0
4.266667,socket,0.000087138,0.010324,0.010085,0.059740,4,16,1,0,0
4.266667,bulb,0.000027994,0.021362,0.021360,0.049325,4,16,1,0,0
4.300000,socket,0.000046499,0.018501,0.018455,0.057358,4,16,1,0,0
4.300000,bulb,0.000140623,0.018072,0.017708,0.055912,4,16,1,0,0
4.333333,socket,0.000010325,0.008209,0.008075,0.065942,4,16,1,0,0
4.333333,bulb,0.000052715,0.014734,0.001077,0.049336,4,16,1,0,0
4.366667,socket,0.000015338,0.015566,0.015379,0.069374,4,16,1,0,0
4.366667,bulb,0.000207321,0.024375,0.024282,0.075327,4,16,1,0,0
4.400000,socket,0.000027316,0.003763,0.003760,0.050476,4,16,1,0,0
4.400000,bulb,0.000080976,0.012424,0.010604,0.057698,4,16,1,0,0
4.433333,socket,0.000025041,0.018741,0.018223,0.062723,4,16,1,0,0
4.433333,bulb,0.000061819,0.040235,0.037617,0.076128,4,16,1,0,0
4.466667,socket,0.000084000,0.016935,0.016551,0.047242,4,16,1,0,0
4.466667,bulb,0.000077573,0.030554,0.030410,0.074282,4,16,1,0,0
4.500000,socket,0.000014100,0.022615,0.022454,0.046428,4,16,1,0,0
4.500000,bulb,0.000125796,0.007409,0.003136,0.056297,4,16,1,0,0
4.533333,socket,0.000011310,0.019236,0.017972,0.067917,4,16,1,0,0
4.533333,bulb,0.000148630,0.015500,0.015477,0.055083,4,16,1,0,0
4.566667,socket,0.000020428,0.034490,0.034266,0.068887,4,16,1,0,0
4.566667,bulb,0.000158151,0.029170,0.025331,0.062280,4,16,1,0,0
4.600000,socket,0.000007853,0.014018,0.013632,0.070273,4,16,1,0,0
4.600000,bulb,0.000176175,0.040719,0.036691,0.075786,4,16,1,0,0
4.633333,socket,0.000076916,0.009793,0.009356,0.064141,4,16,1,0,0
4.633333,bulb,0.000071032,0.020090,0.017768,0.050468,4,16,1,0,0
4.666667,socket,0.000012447,0.041175,0.040691,0.056188,4,16,1,0,0
4.666667,bulb,0.000227462,0.035906,0.030875,0.067459,4,16,1,0,0
4.700000,socket,0.000057507,0.021461,0.020633,0.060500,4,16,1,0,0
4.700000,bulb,0.000024313,0.033040,0.033032,0.082260,4,16,1,0,0
4.733333,socket,0.000021340,0.012774,0.012735,0.050415,4,16,1,0,0
4.733333,bulb,0.000077839,0.028852,0.028836,0.048182,4,16,1,0,0
4.766667,socket,0.000009008,0.009912,0.009755,0.060853,4,16,1,0,0
4.766667,bulb,0.000020734,0.014204,0.012787,0.066772,4,16,1,0,0
4.800000,socket,0.000040982,0.010144,0.009170,0.063450,4,16,1,0,0
4.800000,bulb,0.000021498,0.027163,0.027060,0.047174,4,16,1,0,0
4.833333,socket,0.000060341,0.028801,0.028652,0.055986,4,16,1,0,0
4.833333,bulb,0.000115528,0.059086,0.056710,0.064170,4,16,1,0,0
4.866667,socket,0.000045109,0.017086,0.017073,0.060329,4,16,1,0,0
4.866667,bulb,0.000159744,0.020622,0.017911,0.060154,4,16,1,0,0
4.900000,socket,0.000020113,0.021714,0.021670,0.065350,4,16,1,0,0
4.900000,bulb,0.000160348,0.039185,0.038851,0.067026,4,16,1,0,0
4.933333,socket,0.000010929,0.025535,0.025501,0.047894,4,16,1,0,0
4.933333,bulb,0.000055738,0.041865,0.041373,0.071142,4,16,1,0,0
4.966667,socket,0.000039836,0.029748,0.029279,0.053423,4,16,1,0,0
4.966667,bulb,0.000086789,0.046794,0.046377,0.069672,4,16,1,0,0
5.000000,socket,0.000009728,0.020148,0.019668,0.063779,4,16,1,0,0
5.000000,bulb,0.000092062,0.044722,0.043829,0.077944,4,16,1,0,0
5.033333,socket,0.000031383,0.017958,0.017874,0.072384,4,16,1,0,0
5.033333,bulb,0.000174965,0.068060,0.066974,0.059155,4,16,1,0,0
5.066667,socket,0.000053976,0.015920,0.015920,0.069304,4,16,1,0,0
5.066667,bulb,0.000070433,0.059558,0.058895,0.070210,4,16,1,0,0
5.100000,socket,0.000070006,0.006702,0.006663,0.062664,4,16,1,0,0
5.100000,bulb,0.000133393,0.040546,0.040544,0.066575,4,16,1,0,0
5.133333,socket,0.000072140,0.014687,0.014150,0.088285,4,16,1,0,0
5.133333,bulb,0.000073025,0.008867,0.006122,0.057842,4,16,1,0,0
5.166667,socket,0.000017379,0.006142,0.005976,0.066115,4,16,1,0,0
5.166667,bulb,0.000066109,0.067373,0.067218,0.057360,4,16,1,0,0
5.200000,socket,0.000022397,0.012766,0.012419,0.051434,4,16,1,0,0
5.200000,bulb,0.000061755,0.056736,0.056676,0.056391,4,16,1,0,0
5.233333,socket,0.000057831,0.025984,0.025931,0.052864,4,16,1,0,0
5.233333,bulb,0.000129114,0.006024,0.004007,0.051602,4,16,1,0,0
5.266667,socket,0.000046379,0.007008,0.006318,0.059806,4,16,1,0,0
5.266667,bulb,0.000041439,0.026427,0.025654,0.064839,4,16,1,0,0
5.300000,socket,0.000035325,0.019863,0.017342,0.058404,4,16,1,0,0
5.300000,bulb,0.000045918,0.032376,0.031272,0.068146,4,16,1,0,0
5.333333,socket,0.000005878,0.029556,0.029031,0.054790,4,16,1,0,0
5.333333,bulb,0.000135847,0.051240,0.049127,0.054709,4,16,1,0,0
5.366667,socket,0.000033928,0.009148,0.009145,0.064917,4,16,1,0,0
5.366667,bulb,0.000028115,0.018142,0.011188,0.080845,4,16,1,0,0
5.400000,socket,0.000032250,0.010457,0.010190,0.076042,4,16,1,0,0
5.400000,bulb,0.000052875,0.044783,0.038664,0.051010,4,16,1,0,0
5.433333,socket,0.000006615,0.029524,0.029520,0.065954,4,16,1,0,0
5.433333,bulb,0.000040306,0.039297,0.039258,0.051027,4,16,1,0,0
5.466667,socket,0.000020657,0.020050,0.018231,0.063780,4,16,1,0,0
5.466667,bulb,0.000133423,0.013402,0.012920,0.066522,4,16,1,0,0
5.500000,socket,0.000063609,0.003370,0.003006,0.062089,4,16,1,0,0
5.500000,bulb,0.000146725,0.030456,0.030234,0.064025,4,16,1,0,0
