stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,false_valid
64.048000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.048000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.048000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.048000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.216000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.216000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.216000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.216000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.449000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.449000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.449000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.449000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.815000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.815000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.815000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.815000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
64.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
64.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.348000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.348000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.348000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.348000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.548000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.548000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.781000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.781000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.781000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.781000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.781000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
65.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
65.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.148000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.148000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.148000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.148000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.316000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.316000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.316000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.316000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.783000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.783000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.783000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.783000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
